task_id,operator_type,category,period,error_flag
2142,experienced,electronics,after,0
2143,experienced,fashion,before,0
2144,new,living,after,0
2145,experienced,living,before,0
2146,experienced,living,after,0
2147,experienced,electronics,after,0
2148,new,fashion,after,0
2149,experienced,living,after,0
2150,experienced,electronics,before,0
2151,new,living,after,1
2152,new,living,before,0
2153,experienced,living,after,0
2154,experienced,living,after,0
2155,new,living,after,1
2156,new,electronics,after,1
2157,new,fashion,before,1
2158,new,fashion,before,0
2159,experienced,fashion,after,0
2160,experienced,fashion,before,0
2161,experienced,electronics,before,0
2162,experienced,electronics,after,0
2163,new,electronics,after,0
2164,experienced,living,after,0
2165,experienced,living,before,0
2166,experienced,living,after,0
2167,experienced,fashion,before,0
2168,new,living,after,0
2169,experienced,fashion,before,0
2170,new,living,after,0
2171,experienced,fashion,before,0
2172,new,living,before,0
2173,new,living,after,0
2174,experienced,electronics,after,0
2175,new,living,before,0
2176,experienced,living,after,0
2177,new,electronics,before,1
2178,experienced,fashion,after,0
2179,experienced,electronics,after,0
2180,experienced,electronics,before,0
2181,new,fashion,after,0
2182,new,living,before,0
2183,new,fashion,before,1
2184,new,living,after,0
2185,experienced,living,after,0
2186,experienced,fashion,before,0
2187,experienced,electronics,before,0
2188,experienced,fashion,before,0
2189,experienced,living,after,0
2190,experienced,fashion,before,0
2191,new,fashion,before,0
2192,experienced,living,before,0
2193,experienced,electronics,before,0
2194,experienced,fashion,before,0
2195,new,living,before,0
2196,experienced,living,before,0
2197,experienced,fashion,before,0
2198,experienced,electronics,after,0
2199,experienced,fashion,before,0
2200,new,electronics,after,0
2201,experienced,electronics,after,0
2202,new,electronics,after,0
2203,experienced,electronics,after,0
2204,new,fashion,before,0
2205,experienced,living,before,1
2206,experienced,living,before,0
2207,new,living,before,0
2208,experienced,living,after,0
2209,new,living,after,0
2210,experienced,living,after,0
2211,experienced,fashion,before,0
2212,experienced,electronics,after,0
2213,new,living,before,1
2214,experienced,fashion,before,0
2215,experienced,living,before,0
2216,new,living,after,0
2217,experienced,electronics,before,0
2218,new,electronics,after,0
2219,experienced,electronics,after,0
2220,new,living,after,0
2221,experienced,living,before,0
2222,experienced,living,after,0
2223,new,electronics,after,1
2224,new,fashion,before,0
2225,new,living,before,0
2226,experienced,living,before,0
2227,new,living,before,0
2228,experienced,fashion,after,0
2229,new,living,after,0
2230,new,fashion,before,0
2231,experienced,living,after,0
2232,new,fashion,after,1
2233,experienced,living,before,0
2234,experienced,electronics,after,0
2235,experienced,electronics,after,0
2236,experienced,electronics,after,0
2237,experienced,electronics,before,0
2238,new,living,after,0
2239,new,electronics,before,0
2240,new,fashion,after,0
2241,experienced,electronics,before,0
2242,new,electronics,after,0
2243,experienced,electronics,before,1
2244,experienced,living,before,0
2245,experienced,electronics,after,0
2246,experienced,fashion,before,0
2247,new,electronics,after,0
2248,experienced,electronics,after,0
2249,experienced,electronics,after,0
2250,new,fashion,before,0
2251,new,electronics,after,0
2252,experienced,fashion,after,0
2253,experienced,fashion,after,0
2254,experienced,electronics,before,0
2255,experienced,fashion,before,0
2256,experienced,living,after,0
2257,experienced,electronics,before,0
2258,experienced,electronics,before,1
2259,new,fashion,before,0
2260,experienced,fashion,after,1
2261,experienced,electronics,after,0
2262,experienced,living,after,1
2263,experienced,fashion,before,0
2264,experienced,fashion,before,0
2265,experienced,living,after,0
2266,experienced,living,after,0
2267,experienced,electronics,after,0
2268,experienced,living,after,0
2269,new,electronics,before,0
2270,experienced,living,after,0
2271,new,fashion,before,0
2272,new,electronics,before,1
2273,experienced,electronics,after,0
2274,experienced,electronics,before,1
2275,experienced,living,before,1
2276,experienced,fashion,before,0
2277,experienced,electronics,before,0
2278,experienced,electronics,after,0
2279,experienced,electronics,before,0
2280,new,electronics,before,1
2281,new,fashion,before,0
2282,new,living,before,0
2283,experienced,fashion,before,0
2284,new,electronics,after,0
2285,new,fashion,before,0
2286,new,electronics,after,0
2287,experienced,living,after,0
2288,new,living,after,0
2289,experienced,living,before,1
2290,new,electronics,before,0
2291,experienced,fashion,after,0
2292,new,living,after,0
2293,new,electronics,after,1
2294,experienced,electronics,after,0
2295,new,fashion,after,0
2296,new,living,after,1
2297,new,electronics,after,0
2298,new,fashion,before,0
2299,new,living,after,0
2300,new,fashion,after,1
2301,experienced,fashion,before,0
2302,experienced,electronics,after,0
2303,experienced,electronics,after,0
2304,new,electronics,after,0
2305,experienced,fashion,after,0
2306,new,electronics,before,0
2307,new,fashion,after,0
2308,experienced,fashion,after,0
2309,new,electronics,after,0
2310,new,living,before,0
2311,experienced,living,before,0
2312,experienced,living,after,0
2313,experienced,fashion,before,0
2314,experienced,fashion,before,0
2315,experienced,fashion,after,0
2316,new,electronics,before,0
2317,new,fashion,before,0
2318,new,electronics,before,0
2319,experienced,electronics,before,0
2320,experienced,living,after,0
2321,experienced,living,before,0
2322,experienced,living,before,0
2323,experienced,electronics,after,1
2324,new,electronics,after,0
2325,experienced,electronics,after,0
2326,experienced,fashion,before,0
2327,experienced,electronics,before,0
2328,new,living,after,0
2329,experienced,living,before,0
2330,new,electronics,after,0
2331,new,electronics,before,0
2332,new,living,before,1
2333,experienced,electronics,after,1
2334,experienced,living,after,0
2335,new,fashion,after,0
2336,new,living,before,0
2337,experienced,fashion,before,0
2338,new,electronics,after,0
2339,new,electronics,after,0
2340,experienced,fashion,before,0
2341,experienced,electronics,before,0
2342,new,fashion,before,0
2343,new,electronics,after,0
2344,new,living,after,1
2345,experienced,electronics,after,1
2346,experienced,living,before,0
2347,experienced,living,after,0
2348,new,fashion,before,0
2349,experienced,electronics,after,0
2350,new,fashion,after,1
2351,experienced,electronics,before,0
2352,experienced,living,before,0
2353,experienced,living,before,1
2354,experienced,electronics,before,0
2355,experienced,electronics,after,0
2356,new,fashion,after,0
2357,experienced,electronics,after,0
2358,new,electronics,after,0
2359,experienced,electronics,after,0
2360,new,fashion,before,0
2361,new,electronics,before,1
2362,experienced,living,after,0
2363,new,fashion,before,0
2364,experienced,fashion,after,0
2365,experienced,living,before,0
2366,new,living,after,0
2367,new,living,after,0
2368,experienced,electronics,before,0
2369,new,living,before,0
2370,experienced,electronics,after,0
2371,experienced,fashion,before,0
2372,experienced,fashion,before,0
2373,experienced,living,after,0
2374,experienced,electronics,before,0
2375,experienced,living,after,0
2376,new,living,after,0
2377,new,electronics,before,1
2378,experienced,living,after,0
2379,experienced,fashion,after,1
2380,experienced,living,before,0
2381,experienced,electronics,before,0
2382,experienced,electronics,before,0
2383,experienced,fashion,before,0
2384,experienced,electronics,before,0
2385,new,electronics,before,0
2386,experienced,fashion,before,0
2387,new,living,after,0
2388,experienced,fashion,after,0
2389,experienced,living,after,0
2390,experienced,fashion,after,0
2391,new,living,after,0
2392,new,fashion,after,0
2393,experienced,living,after,0
2394,new,fashion,before,1
2395,experienced,living,after,0
2396,new,fashion,before,0
2397,new,electronics,before,0
2398,new,living,after,0
2399,experienced,fashion,before,0
2400,experienced,living,before,0
2401,new,living,after,0
2402,new,fashion,after,1
2403,experienced,living,after,0
2404,new,fashion,after,0
2405,experienced,electronics,before,0
2406,experienced,living,before,0
2407,new,electronics,after,0
2408,new,living,before,0
2409,experienced,living,after,1
2410,experienced,living,before,0
2411,experienced,fashion,before,0
2412,new,electronics,after,0
2413,experienced,living,after,0
2414,new,fashion,after,0
2415,experienced,living,before,0
2416,experienced,fashion,before,0
2417,new,living,before,0
2418,new,electronics,before,1
2419,new,electronics,before,0
2420,new,living,before,1
2421,new,fashion,after,0
2422,new,living,before,0
2423,experienced,fashion,after,0
2424,experienced,living,after,0
2425,new,fashion,before,0
2426,experienced,electronics,before,0
2427,new,living,before,0
2428,experienced,electronics,after,0
2429,new,electronics,before,0
2430,experienced,living,before,0
2431,experienced,living,after,0
2432,experienced,fashion,before,0
2433,experienced,fashion,after,0
2434,new,electronics,after,0
2435,experienced,fashion,after,0
2436,new,fashion,before,1
2437,new,living,after,0
2438,new,fashion,after,0
2439,experienced,electronics,before,0
2440,new,fashion,before,1
2441,experienced,electronics,before,0
2442,experienced,living,after,1
2443,experienced,electronics,after,0
2444,experienced,fashion,after,0
2445,experienced,living,after,0
2446,new,fashion,before,0
2447,new,living,before,0
2448,new,living,after,0
2449,new,fashion,after,1
2450,new,fashion,before,0
2451,new,living,after,0
2452,experienced,living,after,0
2453,experienced,fashion,after,0
2454,new,electronics,after,0
2455,experienced,fashion,after,0
2456,new,living,before,1
2457,experienced,fashion,after,0
2458,experienced,electronics,before,0
2459,experienced,fashion,after,0
2460,experienced,living,before,0
2461,experienced,fashion,after,0
2462,experienced,living,before,0
2463,experienced,living,before,0
2464,experienced,fashion,before,0
2465,experienced,living,after,0
2466,new,living,after,0
2467,new,electronics,before,0
2468,new,electronics,after,0
2469,experienced,electronics,after,0
2470,experienced,electronics,after,0
2471,new,living,before,0
2472,experienced,fashion,after,0
2473,experienced,living,after,0
2474,experienced,living,after,1
2475,experienced,living,after,0
2476,experienced,fashion,after,0
2477,new,electronics,after,0
2478,experienced,living,before,0
2479,new,living,before,0
2480,experienced,electronics,before,0
2481,new,living,before,0
2482,experienced,fashion,after,0
2483,experienced,living,after,0
2484,new,living,after,1
2485,experienced,electronics,before,0
2486,experienced,living,after,0
2487,experienced,living,before,1
2488,experienced,fashion,before,0
2489,experienced,electronics,before,0
2490,new,electronics,after,0
2491,new,fashion,before,0
2492,new,living,after,0
2493,experienced,electronics,before,0
2494,new,electronics,after,0
2495,experienced,living,after,0
2496,experienced,living,after,0
2497,experienced,electronics,after,0
2498,experienced,living,after,0
2499,experienced,electronics,after,0
2500,experienced,living,after,0
2501,experienced,living,before,0
2502,experienced,fashion,before,0
2503,experienced,living,before,0
2504,experienced,fashion,after,0
2505,new,living,after,0
2506,new,electronics,after,0
2507,experienced,electronics,after,0
2508,experienced,living,before,0
2509,experienced,living,after,0
2510,experienced,electronics,after,0
2511,new,living,before,0
2512,experienced,fashion,after,0
2513,experienced,fashion,before,0
2514,experienced,fashion,after,0
2515,experienced,fashion,before,0
2516,experienced,fashion,after,0
2517,new,living,after,0
2518,experienced,living,before,0
2519,experienced,fashion,before,0
2520,experienced,living,before,0
2521,experienced,living,after,0
2522,new,fashion,after,0
2523,new,living,before,0
2524,new,living,before,0
2525,experienced,living,after,0
2526,new,fashion,after,1
2527,new,living,after,0
2528,experienced,electronics,before,1
2529,new,electronics,after,0
2530,experienced,fashion,after,1
2531,experienced,electronics,after,0
2532,experienced,fashion,after,0
2533,new,electronics,after,0
2534,new,electronics,after,1
2535,experienced,electronics,before,0
2536,experienced,fashion,after,0
2537,experienced,fashion,before,0
2538,new,living,before,0
2539,experienced,fashion,before,0
2540,experienced,electronics,after,0
2541,experienced,electronics,before,0
2542,experienced,fashion,before,0
2543,experienced,fashion,before,0
2544,experienced,fashion,before,0
2545,new,living,before,0
2546,experienced,electronics,after,1
2547,new,living,after,0
2548,experienced,living,before,0
2549,experienced,electronics,after,0
2550,new,electronics,after,0
2551,new,fashion,before,0
2552,new,fashion,after,0
2553,experienced,living,after,0
2554,experienced,fashion,before,0
2555,new,fashion,before,0
2556,experienced,electronics,after,0
2557,experienced,electronics,after,0
2558,new,fashion,before,0
2559,new,electronics,after,0
2560,experienced,fashion,after,0
2561,experienced,electronics,after,0
2562,experienced,electronics,after,0
2563,new,electronics,before,0
2564,new,electronics,after,0
2565,experienced,fashion,after,0
2566,new,living,before,0
2567,new,electronics,after,0
2568,new,fashion,after,0
2569,experienced,fashion,before,0
2570,experienced,electronics,after,0
2571,experienced,living,before,1
2572,experienced,electronics,before,0
2573,new,fashion,before,1
2574,experienced,living,before,0
2575,new,fashion,after,0
2576,experienced,electronics,before,0
2577,experienced,living,after,0
2578,experienced,fashion,before,0
2579,new,fashion,after,0
2580,experienced,fashion,after,0
2581,new,electronics,after,0
2582,experienced,living,before,0
2583,experienced,electronics,before,0
2584,experienced,electronics,before,0
2585,experienced,electronics,after,0
2586,experienced,living,before,0
2587,new,electronics,after,0
2588,experienced,electronics,after,0
2589,new,electronics,before,0
2590,experienced,electronics,after,0
2591,experienced,fashion,after,0
2592,experienced,electronics,after,0
2593,experienced,fashion,before,0
2594,experienced,electronics,before,0
2595,new,living,before,0
2596,experienced,fashion,after,0
2597,new,fashion,after,1
2598,experienced,fashion,before,0
2599,new,fashion,after,0
2600,new,living,before,0
2601,experienced,electronics,after,0
2602,new,fashion,after,0
2603,experienced,living,after,0
2604,new,fashion,after,0
2605,new,electronics,before,0
2606,experienced,fashion,before,0
2607,new,living,after,0
2608,new,electronics,before,0
2609,experienced,living,before,0
2610,new,electronics,after,1
2611,experienced,electronics,before,0
2612,new,electronics,after,0
2613,new,fashion,after,1
2614,experienced,living,after,0
2615,new,living,after,1
2616,new,living,after,0
2617,new,electronics,after,0
2618,new,fashion,after,0
2619,experienced,electronics,before,0
2620,new,living,after,0
2621,experienced,fashion,after,1
2622,experienced,fashion,before,0
2623,experienced,fashion,before,0
2624,experienced,living,after,0
2625,new,fashion,before,0
2626,experienced,fashion,after,0
2627,new,electronics,after,1
2628,experienced,electronics,before,0
2629,experienced,fashion,after,0
2630,new,fashion,before,0
2631,experienced,electronics,after,0
2632,experienced,electronics,before,0
2633,new,electronics,after,0
2634,new,living,before,0
2635,experienced,living,before,0
2636,experienced,electronics,before,0
2637,experienced,fashion,before,0
2638,experienced,electronics,after,0
2639,experienced,living,before,0
2640,experienced,fashion,after,0
2641,new,living,after,0
2642,new,fashion,after,0
2643,experienced,living,after,0
2644,experienced,fashion,after,0
2645,new,fashion,before,1
2646,new,fashion,before,0
2647,experienced,fashion,after,0
2648,experienced,living,after,0
2649,experienced,living,after,0
2650,experienced,fashion,before,0
2651,new,fashion,before,0
2652,new,living,before,0
2653,new,fashion,after,0
2654,new,fashion,after,0
2655,experienced,fashion,before,0
2656,experienced,electronics,before,0
2657,experienced,fashion,after,1
2658,experienced,electronics,after,0
2659,new,fashion,before,0
2660,experienced,living,after,0
2661,experienced,electronics,after,0
2662,experienced,electronics,after,0
2663,new,fashion,after,0
2664,experienced,fashion,before,0
2665,experienced,electronics,before,0
2666,new,living,after,0
2667,new,living,before,0
2668,experienced,fashion,after,0
2669,experienced,living,after,0
2670,new,living,after,0
2671,experienced,fashion,before,0
2672,new,living,before,0
2673,experienced,fashion,after,0
2674,new,electronics,before,0
2675,experienced,fashion,after,0
2676,new,electronics,after,0
2677,new,electronics,before,0
2678,new,living,after,0
2679,new,living,before,0
2680,experienced,living,before,0
2681,new,fashion,after,0
2682,experienced,living,after,0
2683,new,electronics,after,0
2684,new,living,after,0
2685,new,living,after,0
2686,new,fashion,before,0
2687,new,fashion,before,1
2688,experienced,electronics,after,0
2689,experienced,fashion,before,0
2690,experienced,living,after,0
2691,experienced,fashion,after,0
2692,experienced,electronics,after,1
2693,new,living,before,0
2694,experienced,electronics,before,0
2695,experienced,fashion,before,0
2696,experienced,fashion,after,0
2697,experienced,electronics,after,0
2698,new,living,after,1
2699,experienced,fashion,after,0
2700,experienced,fashion,before,0
2701,experienced,living,after,0
2702,experienced,fashion,after,0
2703,new,electronics,before,1
2704,new,fashion,before,0
2705,experienced,fashion,after,0
2706,experienced,living,after,0
2707,new,electronics,before,0
2708,new,living,after,0
2709,new,fashion,before,0
2710,new,fashion,before,0
2711,experienced,living,after,0
2712,experienced,living,after,0
2713,new,living,after,0
2714,new,electronics,before,1
2715,new,fashion,before,0
2716,new,living,before,0
2717,experienced,fashion,before,0
2718,experienced,electronics,before,0
2719,experienced,electronics,before,0
2720,new,electronics,before,0
2721,experienced,electronics,before,0
2722,experienced,fashion,after,0
2723,experienced,electronics,before,0
2724,experienced,electronics,before,0
2725,new,living,after,1
2726,new,electronics,before,0
2727,new,living,after,0
2728,new,electronics,before,1
2729,new,electronics,before,0
2730,experienced,living,before,0
2731,experienced,electronics,before,1
2732,experienced,fashion,after,0
2733,new,fashion,after,1
2734,experienced,electronics,before,0
2735,experienced,fashion,before,0
2736,experienced,living,after,0
2737,experienced,electronics,before,1
2738,experienced,electronics,after,0
2739,experienced,living,before,0
2740,new,living,after,0
2741,new,living,before,0
2742,new,electronics,before,1
2743,new,living,after,1
2744,new,living,after,0
2745,experienced,fashion,after,0
2746,experienced,fashion,after,0
2747,experienced,electronics,after,0
2748,new,fashion,before,0
2749,experienced,fashion,after,0
2750,experienced,living,before,0
2751,new,living,after,0
2752,experienced,fashion,after,0
2753,new,fashion,before,0
2754,new,fashion,before,0
2755,experienced,electronics,before,0
2756,new,electronics,before,0
2757,experienced,electronics,after,0
2758,experienced,fashion,before,0
2759,experienced,fashion,before,0
2760,new,electronics,after,0
2761,new,electronics,after,0
2762,new,fashion,after,0
2763,experienced,living,after,0
2764,experienced,electronics,after,0
2765,new,fashion,after,0
2766,experienced,fashion,after,0
2767,experienced,living,after,0
2768,new,fashion,before,0
2769,experienced,fashion,before,1
2770,experienced,electronics,after,1
2771,new,electronics,after,0
2772,new,living,after,0
2773,experienced,living,after,0
2774,experienced,fashion,after,0
2775,experienced,electronics,after,0
2776,experienced,living,after,1
2777,new,living,after,0
2778,new,living,before,1
2779,experienced,fashion,before,0
2780,new,electronics,after,0
2781,new,living,before,0
2782,experienced,electronics,after,0
2783,experienced,living,before,0
2784,experienced,living,after,0
2785,experienced,electronics,after,0
2786,new,electronics,after,0
2787,experienced,electronics,before,0
2788,new,fashion,after,0
2789,experienced,living,after,0
2790,experienced,fashion,before,0
2791,experienced,electronics,after,0
2792,experienced,living,before,0
2793,experienced,fashion,before,0
2794,new,living,before,0
2795,experienced,fashion,after,0
2796,experienced,electronics,after,0
2797,new,fashion,after,1
2798,experienced,living,before,0
2799,experienced,living,before,0
2800,new,living,after,0
2801,experienced,living,after,0
2802,experienced,electronics,after,0
2803,experienced,fashion,before,0
2804,experienced,electronics,before,0
2805,experienced,electronics,after,0
2806,experienced,electronics,after,0
2807,experienced,living,before,0
2808,new,living,before,0
2809,experienced,living,after,0
2810,experienced,fashion,before,0
2811,new,living,after,1
2812,experienced,fashion,before,0
2813,experienced,living,before,0
2814,new,living,after,0
2815,experienced,electronics,before,0
2816,experienced,electronics,after,0
2817,experienced,electronics,after,0
2818,new,fashion,before,1
2819,new,fashion,before,0
2820,new,living,after,0
2821,experienced,fashion,before,0
2822,new,living,before,0
2823,experienced,fashion,before,1
2824,new,fashion,after,0
2825,new,fashion,after,0
2826,experienced,electronics,after,0
2827,experienced,fashion,before,0
2828,new,electronics,after,0
2829,experienced,electronics,after,0
2830,new,fashion,after,0
2831,experienced,living,after,0
2832,experienced,living,after,0
2833,new,living,after,0
2834,new,fashion,after,0
2835,new,living,before,0
2836,experienced,electronics,before,0
2837,experienced,living,before,0
2838,new,fashion,before,1
2839,experienced,living,before,0
2840,new,electronics,after,0
2841,new,fashion,before,1
2842,experienced,living,after,0
2843,experienced,fashion,after,0
2844,experienced,fashion,before,0
2845,experienced,fashion,after,0
2846,new,living,after,0
2847,experienced,fashion,before,0
2848,new,living,before,0
2849,experienced,electronics,before,0
2850,new,living,after,0
2851,experienced,electronics,before,0
2852,new,living,after,0
2853,new,fashion,after,0
2854,experienced,living,before,0
2855,new,fashion,after,0
2856,experienced,electronics,before,0
2857,new,living,after,1
2858,new,fashion,before,0
2859,new,electronics,after,0
2860,new,electronics,before,1
2861,experienced,living,after,0
2862,new,electronics,after,0
2863,experienced,fashion,before,0
2864,experienced,electronics,after,0
2865,experienced,electronics,before,0
2866,experienced,fashion,after,0
2867,experienced,electronics,after,0
2868,experienced,electronics,before,0
2869,new,electronics,before,0
2870,new,electronics,before,0
2871,experienced,fashion,after,0
2872,experienced,electronics,before,0
2873,experienced,fashion,before,0
2874,experienced,electronics,before,0
2875,experienced,electronics,before,0
2876,experienced,electronics,after,0
2877,experienced,electronics,before,0
2878,new,fashion,after,0
2879,experienced,fashion,after,0
2880,new,fashion,after,1
2881,new,living,before,1
2882,experienced,electronics,after,0
2883,new,electronics,after,0
2884,new,fashion,before,0
2885,new,living,before,1
2886,experienced,electronics,before,0
2887,experienced,fashion,before,1
2888,experienced,electronics,before,0
2889,experienced,electronics,after,0
2890,experienced,fashion,before,0
2891,new,fashion,after,0
2892,experienced,electronics,after,0
2893,experienced,electronics,before,0
2894,experienced,fashion,after,0
2895,new,electronics,before,0
2896,experienced,electronics,after,0
2897,experienced,fashion,before,0
2898,new,electronics,after,0
2899,experienced,electronics,after,0
2900,new,living,before,0
2901,new,fashion,before,1
2902,experienced,living,after,0
2903,new,living,before,0
2904,experienced,living,after,0
2905,experienced,electronics,after,0
2906,new,electronics,before,0
2907,experienced,living,before,1
2908,new,living,before,1
2909,new,living,before,0
2910,new,electronics,after,0
2911,new,living,after,0
2912,new,living,before,0
2913,experienced,fashion,before,0
2914,experienced,fashion,before,0
2915,new,electronics,before,0
2916,experienced,fashion,after,1
2917,experienced,fashion,before,0
2918,experienced,fashion,after,0
2919,experienced,electronics,after,0
2920,new,fashion,after,0
2921,new,electronics,before,0
2922,experienced,living,after,0
2923,experienced,fashion,after,0
2924,new,electronics,after,0
2925,new,fashion,before,0
2926,experienced,living,before,0
2927,experienced,electronics,after,0
2928,experienced,electronics,before,0
2929,experienced,electronics,before,1
2930,new,living,after,0
2931,experienced,living,before,0
2932,experienced,living,before,0
2933,new,electronics,before,0
2934,experienced,living,after,0
2935,experienced,fashion,before,1
2936,new,living,after,0
2937,experienced,electronics,before,0
2938,experienced,fashion,before,0
2939,experienced,living,after,0
2940,new,fashion,before,0
2941,new,fashion,after,0
2942,experienced,electronics,before,0
2943,new,fashion,before,1
2944,experienced,fashion,before,0
2945,experienced,electronics,before,0
2946,new,electronics,after,1
2947,experienced,electronics,after,0
2948,experienced,fashion,before,0
2949,new,fashion,after,0
2950,experienced,fashion,after,0
2951,experienced,electronics,before,1
2952,experienced,living,before,0
2953,experienced,fashion,after,1
2954,experienced,living,after,0
2955,experienced,electronics,after,0
2956,experienced,fashion,after,0
2957,experienced,living,after,1
2958,experienced,fashion,before,0
2959,new,fashion,before,0
2960,experienced,fashion,before,0
2961,new,living,after,0
2962,new,electronics,after,0
2963,new,fashion,after,1
2964,experienced,electronics,after,1
2965,experienced,electronics,after,0
2966,experienced,living,after,0
2967,experienced,living,before,0
2968,experienced,electronics,after,0
2969,experienced,fashion,after,0
2970,experienced,living,before,0
2971,new,fashion,after,1
2972,new,fashion,after,1
2973,experienced,fashion,before,0
2974,experienced,electronics,before,0
2975,new,fashion,after,1
2976,new,electronics,after,0
2977,experienced,electronics,after,0
2978,new,fashion,before,0
2979,experienced,fashion,before,0
2980,experienced,fashion,before,0
2981,experienced,fashion,before,0
2982,new,electronics,before,1
2983,experienced,fashion,after,0
2984,experienced,fashion,before,0
2985,experienced,electronics,before,0
2986,experienced,living,before,0
2987,new,living,before,0
2988,experienced,electronics,after,0
2989,experienced,living,after,0
2990,experienced,electronics,after,0
2991,new,fashion,before,0
2992,experienced,fashion,before,0
2993,experienced,living,before,0
2994,new,fashion,before,1
2995,new,living,after,0
2996,experienced,living,before,0
2997,new,fashion,after,0
2998,new,fashion,before,1
2999,new,living,after,0
3000,experienced,fashion,after,0
